Date,pH,EC,Turbidity,WQI,Class,WQI_new,Class_new,Qi_pH,Qi_EC,Qi_Turbidity,W_pH,W_EC,W_Turbidity
2025-08-20,7.4938,574,14.0929,134.9,Poor,189.3411,Unsuitable,32.9185,38.2667,281.858,0.3696,0.0021,0.6283
2025-08-21,8.5274,464,51.3648,460.7,Hazardous,683.1594,Unsuitable,101.8234,30.9333,1027.2959,0.3696,0.0021,0.6283
2025-08-22,7.2552,498,73.8996,590.2,Hazardous,934.9957,Unsuitable,17.0117,33.2,1477.9923,0.3696,0.0021,0.6283
2025-08-23,7.7897,608,0.5,29.7,Safe,25.8269,Good,52.6492,40.5333,10.0,0.3696,0.0021,0.6283
2025-08-24,5.5,528,104.7411,851.9,Hazardous,1353.2333,Unsuitable,100.0,35.2,2094.8228,0.3696,0.0021,0.6283
2025-08-25,7.1206,578,58.953,459.8,Hazardous,743.8682,Unsuitable,8.0402,38.5333,1179.0594,0.3696,0.0021,0.6283
2025-08-26,6.3531,551,0.5,75.8,Moderate,22.3001,Excellent,43.1285,36.7333,10.0,0.3696,0.0021,0.6283
2025-08-27,5.9902,535,0.5,39.0,Safe,31.2378,Good,67.3171,35.6667,10.0,0.3696,0.0021,0.6283
2025-08-28,6.3193,601,53.7376,483.6,Hazardous,692.1333,Unsuitable,45.3776,40.0667,1074.7514,0.3696,0.0021,0.6283
2025-08-29,6.8449,529,39.2904,318.9,Hazardous,497.6278,Unsuitable,10.3407,35.2667,785.8085,0.3696,0.0021,0.6283
2025-08-30,8.0525,460,47.4296,408.8,Hazardous,622.0073,Unsuitable,70.1644,30.6667,948.5919,0.3696,0.0021,0.6283
2025-08-31,5.8863,504,52.653,439.6,Hazardous,689.1605,Unsuitable,74.2455,33.6,1053.0605,0.3696,0.0021,0.6283
2025-09-01,7.1973,605,63.6267,465.1,Hazardous,804.4913,Unsuitable,13.1505,40.3333,1272.5331,0.3696,0.0021,0.6283
2025-09-02,6.6999,598,108.938,848.9,Hazardous,1376.4156,Unsuitable,20.004,39.8667,2178.7599,0.3696,0.0021,0.6283
2025-09-03,6.8511,509,0.5,10.0,Safe,10.0225,Excellent,9.9252,33.9333,10.0,0.3696,0.0021,0.6283
2025-09-04,8.1364,547,0.5,10.0,Safe,34.3593,Good,75.7581,36.4667,10.0,0.3696,0.0021,0.6283
2025-09-05,7.6875,554,0.5,10.0,Safe,23.3004,Excellent,45.8339,36.9333,10.0,0.3696,0.0021,0.6283
2025-09-06,8.4596,564,67.6023,625.2,Hazardous,885.5494,Unsuitable,97.3098,37.6,1352.0463,0.3696,0.0021,0.6283
2025-09-07,7.0184,518,120.0,978.6,Hazardous,1508.4722,Unsuitable,1.2272,34.5333,2400.0,0.3696,0.0021,0.6283
2025-09-08,6.4954,552,22.406,258.9,Hazardous,294.0704,Unsuitable,33.6428,36.8,448.1207,0.3696,0.0021,0.6283
2025-09-09,6.9514,547,0.5,30.6,Safe,7.5567,Excellent,3.2393,36.4667,10.0,0.3696,0.0021,0.6283
2025-09-10,7.4019,615,0.5,44.7,Safe,16.2724,Excellent,26.7952,41.0,10.0,0.3696,0.0021,0.6283
2025-09-11,7.3382,616,0.5,10.0,Safe,14.7033,Excellent,22.5496,41.0667,10.0,0.3696,0.0021,0.6283
2025-09-12,6.1201,573,14.4751,152.1,Poor,203.6571,Unsuitable,58.6597,38.2,289.5013,0.3696,0.0021,0.6283
2025-09-13,7.2551,562,23.8462,217.5,Hazardous,306.0203,Unsuitable,17.0056,37.4667,476.9241,0.3696,0.0021,0.6283
2025-09-14,7.3881,586,51.8937,415.6,Hazardous,661.753,Unsuitable,25.8763,39.0667,1037.8738,0.3696,0.0021,0.6283
2025-09-15,8.8,543,29.9105,304.8,Hazardous,420.2896,Unsuitable,120.0,36.2,598.2108,0.3696,0.0021,0.6283
2025-09-16,8.8,528,115.3191,992.4,Hazardous,1493.5498,Unsuitable,120.0,35.2,2306.3815,0.3696,0.0021,0.6283
2025-09-17,6.3434,538,7.0524,72.6,Moderate,104.8759,Unsuitable,43.7734,35.8667,141.0486,0.3696,0.0021,0.6283
2025-09-18,6.89,551,0.5,10.0,Safe,9.0693,Excellent,7.3305,36.7333,10.0,0.3696,0.0021,0.6283
2025-09-19,5.7539,528,79.5223,657.1,Hazardous,1030.0711,Unsuitable,83.0718,35.2,1590.4458,0.3696,0.0021,0.6283
2025-09-20,6.597,587,0.5,38.2,Safe,16.2944,Excellent,26.8653,39.1333,10.0,0.3696,0.0021,0.6283
2025-09-21,7.4726,613,73.926,623.7,Hazardous,940.6992,Unsuitable,31.5036,40.8667,1478.5196,0.3696,0.0021,0.6283
2025-09-22,8.3326,509,55.908,463.6,Hazardous,735.4567,Unsuitable,88.838,33.9333,1118.1591,0.3696,0.0021,0.6283
2025-09-23,6.4633,581,40.2207,355.1,Hazardous,518.7257,Unsuitable,35.7772,38.7333,804.413,0.3696,0.0021,0.6283
2025-09-24,6.5357,570,120.0,1001.8,Hazardous,1519.4652,Unsuitable,30.951,38.0,2400.0,0.3696,0.0021,0.6283
2025-09-25,5.5,595,10.429,130.7,Poor,168.0958,Unsuitable,100.0,39.6667,208.5803,0.3696,0.0021,0.6283
2025-09-26,7.0105,579,120.0,1014.6,Hazardous,1508.2865,Unsuitable,0.7017,38.6,2400.0,0.3696,0.0021,0.6283
2025-09-27,6.1413,515,35.3268,350.7,Hazardous,465.1538,Unsuitable,57.2446,34.3333,706.5365,0.3696,0.0021,0.6283
2025-09-28,6.6562,523,0.5,10.0,Safe,14.8271,Excellent,22.9195,34.8667,10.0,0.3696,0.0021,0.6283
2025-09-29,6.3206,581,53.8602,504.8,Hazardous,693.6406,Unsuitable,45.2944,38.7333,1077.2037,0.3696,0.0021,0.6283
2025-09-30,7.0766,626,0.5,10.0,Safe,8.258,Excellent,5.107,41.7333,10.0,0.3696,0.0021,0.6283
2025-10-01,5.5,560,1.9033,105.1,Poor,60.9549,Poor,100.0,37.3333,38.0659,0.3696,0.0021,0.6283
2025-10-02,5.7504,676,61.5614,551.9,Hazardous,804.4768,Unsuitable,83.3039,45.0667,1231.2276,0.3696,0.0021,0.6283
2025-10-03,8.8,714,69.795,599.4,Hazardous,921.5105,Unsuitable,120.0,47.6,1395.9004,0.3696,0.0021,0.6283
2025-10-04,5.924,653,8.633,67.9,Moderate,135.0881,Unsuitable,71.7357,43.5333,172.6595,0.3696,0.0021,0.6283
2025-10-05,6.1081,685,92.2201,753.1,Hazardous,1180.9295,Unsuitable,59.4582,45.6667,1844.4028,0.3696,0.0021,0.6283
2025-10-06,8.8,628,101.0538,810.3,Hazardous,1314.303,Unsuitable,120.0,41.8667,2021.0757,0.3696,0.0021,0.6283
2025-10-07,8.8,655,115.5319,999.3,Hazardous,1496.2421,Unsuitable,120.0,43.6667,2310.6382,0.3696,0.0021,0.6283
2025-10-08,6.0359,587,68.436,610.5,Hazardous,883.8197,Unsuitable,64.2743,39.1333,1368.7209,0.3696,0.0021,0.6283
2025-10-09,6.8119,555,111.7475,904.4,Hazardous,1408.9555,Unsuitable,12.5384,37.0,2234.9504,0.3696,0.0021,0.6283
2025-10-10,7.4976,702,0.5,62.9,Moderate,18.6424,Excellent,33.1749,46.8,10.0,0.3696,0.0021,0.6283
2025-10-11,8.8,616,24.4336,218.0,Hazardous,351.4759,Unsuitable,120.0,41.0667,488.6728,0.3696,0.0021,0.6283
2025-10-12,6.2143,640,0.5,12.6,Safe,25.7313,Good,52.3785,42.6667,10.0,0.3696,0.0021,0.6283
2025-10-13,6.9307,598,47.1345,418.8,Hazardous,594.0928,Unsuitable,4.6188,39.8667,942.6897,0.3696,0.0021,0.6283
2025-10-14,7.9186,597,11.2668,144.5,Poor,164.2992,Unsuitable,61.2404,39.8,225.337,0.3696,0.0021,0.6283
2025-10-15,7.5877,652,32.3141,317.9,Hazardous,420.6376,Unsuitable,39.1779,43.4667,646.2829,0.3696,0.0021,0.6283
2025-10-16,6.8043,627,120.0,973.0,Hazardous,1512.8562,Unsuitable,13.0477,41.8,2400.0,0.3696,0.0021,0.6283
2025-10-17,7.0384,677,32.1292,322.2,Hazardous,404.7826,Unsuitable,2.5592,45.1333,642.5834,0.3696,0.0021,0.6283
2025-10-18,5.8395,680,62.4317,526.9,Hazardous,813.2205,Unsuitable,77.3692,45.3333,1248.6339,0.3696,0.0021,0.6283
2025-10-19,6.9376,674,28.8809,255.6,Hazardous,364.5557,Unsuitable,4.1613,44.9333,577.6178,0.3696,0.0021,0.6283
2025-10-20,6.9103,671,44.8748,363.0,Hazardous,566.2101,Unsuitable,5.9783,44.7333,897.4964,0.3696,0.0021,0.6283
2025-10-21,7.392,731,41.2554,348.9,Hazardous,528.1839,Unsuitable,26.1301,48.7333,825.1077,0.3696,0.0021,0.6283
2025-10-22,6.6312,612,64.225,546.0,Hazardous,816.2377,Unsuitable,24.5868,40.8,1284.4995,0.3696,0.0021,0.6283
2025-10-23,7.6232,658,101.4588,824.3,Hazardous,1290.4011,Unsuitable,41.5461,43.8667,2029.1767,0.3696,0.0021,0.6283
2025-10-24,8.146,711,120.0,1001.3,Hazardous,1536.2824,Unsuitable,76.3994,47.4,2400.0,0.3696,0.0021,0.6283
2025-10-25,7.3178,717,57.0219,503.0,Hazardous,724.4807,Unsuitable,21.1878,47.8,1140.438,0.3696,0.0021,0.6283
2025-10-26,7.5075,596,71.5589,609.0,Hazardous,911.8115,Unsuitable,33.8318,39.7333,1431.1771,0.3696,0.0021,0.6283
2025-10-27,7.219,646,0.5,79.9,Moderate,11.7698,Excellent,14.6011,43.0667,10.0,0.3696,0.0021,0.6283
2025-10-28,7.1677,721,36.3794,341.6,Hazardous,461.3852,Unsuitable,11.1832,48.0667,727.5876,0.3696,0.0021,0.6283
2025-10-29,6.4706,683,89.7734,730.3,Hazardous,1141.251,Unsuitable,35.2925,45.5333,1795.4672,0.3696,0.0021,0.6283
2025-10-30,7.4734,669,85.9138,730.7,Hazardous,1091.3696,Unsuitable,31.5609,44.6,1718.2757,0.3696,0.0021,0.6283
2025-10-31,7.0737,650,51.9321,428.5,Hazardous,654.4964,Unsuitable,4.9123,43.3333,1038.6419,0.3696,0.0021,0.6283
2025-11-01,8.8,683,76.1027,670.4,Hazardous,1000.7698,Unsuitable,120.0,45.5333,1522.0537,0.3696,0.0021,0.6283
2025-11-02,8.6876,713,58.1254,485.6,Hazardous,772.0982,Unsuitable,112.5061,47.5333,1162.5088,0.3696,0.0021,0.6283
2025-11-03,7.5404,689,90.3668,800.4,Hazardous,1148.981,Unsuitable,36.0273,45.9333,1807.3364,0.3696,0.0021,0.6283
2025-11-04,6.4305,698,48.9735,419.0,Hazardous,629.541,Unsuitable,37.9652,46.5333,979.4701,0.3696,0.0021,0.6283
2025-11-05,6.093,704,19.6622,192.4,Poor,269.525,Unsuitable,60.4645,46.9333,393.2437,0.3696,0.0021,0.6283
2025-11-06,8.3184,669,51.0856,466.8,Hazardous,674.5307,Unsuitable,87.8906,44.6,1021.713,0.3696,0.0021,0.6283
2025-11-07,7.4215,724,0.5,10.0,Safe,16.7696,Excellent,28.0995,48.2667,10.0,0.3696,0.0021,0.6283
2025-11-08,7.6315,831,53.2233,397.6,Hazardous,684.4923,Unsuitable,42.1003,55.4,1064.4668,0.3696,0.0021,0.6283
2025-11-09,5.5,620,0.5,57.5,Moderate,43.3291,Good,100.0,41.3333,10.0,0.3696,0.0021,0.6283
2025-11-10,8.0636,715,0.5,55.1,Moderate,32.5899,Good,70.9073,47.6667,10.0,0.3696,0.0021,0.6283
2025-11-11,7.6067,666,56.3534,491.7,Hazardous,723.1896,Unsuitable,40.4437,44.4,1127.0674,0.3696,0.0021,0.6283
2025-11-12,6.0949,726,57.5239,457.0,Hazardous,745.2599,Unsuitable,60.3369,48.4,1150.4787,0.3696,0.0021,0.6283
2025-11-13,6.7122,702,0.5,46.6,Safe,13.4735,Excellent,19.1897,46.8,10.0,0.3696,0.0021,0.6283
2025-11-14,7.4224,734,3.4672,100.3,Poor,54.0811,Poor,28.1619,48.9333,69.3449,0.3696,0.0021,0.6283
2025-11-15,7.2184,753,98.1023,829.7,Hazardous,1238.2598,Unsuitable,14.5568,50.2,1962.0453,0.3696,0.0021,0.6283
2025-11-16,6.8854,709,13.8308,140.0,Poor,176.7232,Unsuitable,7.6388,47.2667,276.6161,0.3696,0.0021,0.6283
2025-11-17,7.0677,751,120.0,962.2,Hazardous,1509.7191,Unsuitable,4.5129,50.0667,2400.0,0.3696,0.0021,0.6283
2025-11-18,6.9242,595,35.7378,302.8,Hazardous,451.039,Unsuitable,5.0502,39.6667,714.7566,0.3696,0.0021,0.6283
2025-11-19,7.315,772,54.3662,400.9,Hazardous,691.0477,Unsuitable,21.0032,51.4667,1087.3235,0.3696,0.0021,0.6283
2025-11-20,8.5892,717,109.2956,927.0,Hazardous,1412.6898,Unsuitable,105.9458,47.8,2185.9124,0.3696,0.0021,0.6283
2025-11-21,5.5,749,41.7789,421.7,Hazardous,562.0671,Unsuitable,100.0,49.9333,835.5784,0.3696,0.0021,0.6283
2025-11-22,6.9389,645,0.5,10.0,Safe,7.8796,Excellent,4.076,43.0,10.0,0.3696,0.0021,0.6283
2025-11-23,7.3382,663,30.8391,238.7,Hazardous,395.9558,Unsuitable,22.5457,44.2,616.7813,0.3696,0.0021,0.6283
2025-11-24,7.4536,707,34.2069,293.2,Hazardous,441.1271,Unsuitable,30.2406,47.1333,684.1384,0.3696,0.0021,0.6283
2025-11-25,6.8084,699,0.5,34.6,Safe,11.1021,Excellent,12.7745,46.6,10.0,0.3696,0.0021,0.6283
2025-11-26,5.5,713,24.2001,239.4,Hazardous,341.1627,Unsuitable,100.0,47.5333,484.0018,0.3696,0.0021,0.6283
2025-11-27,7.4845,749,2.1,10.0,Safe,38.4316,Good,32.3016,49.9333,41.9992,0.3696,0.0021,0.6283
2025-11-28,8.8,621,77.8278,689.6,Hazardous,1022.4387,Unsuitable,120.0,41.4,1556.5551,0.3696,0.0021,0.6283
2025-11-29,5.6859,744,37.3978,360.2,Hazardous,502.4322,Unsuitable,87.607,49.6,747.9565,0.3696,0.0021,0.6283
2025-11-30,8.0022,700,22.9749,214.7,Hazardous,313.4978,Unsuitable,66.8106,46.6667,459.4973,0.3696,0.0021,0.6283
2025-12-01,6.8503,751,28.0478,171.5,Poor,356.248,Unsuitable,9.9801,50.0667,560.9555,0.3696,0.0021,0.6283
2025-12-02,7.1084,694,41.5862,338.5,Hazardous,525.3498,Unsuitable,7.2283,46.2667,831.7241,0.3696,0.0021,0.6283
2025-12-03,6.1505,783,57.7718,537.8,Hazardous,747.0129,Unsuitable,56.6317,52.2,1155.4356,0.3696,0.0021,0.6283
2025-12-04,6.8446,651,0.5,10.0,Safe,10.2038,Excellent,10.3621,43.4,10.0,0.3696,0.0021,0.6283
2025-12-05,8.4236,789,0.5,53.9,Moderate,41.4693,Good,94.9041,52.6,10.0,0.3696,0.0021,0.6283
2025-12-06,7.7305,693,77.829,655.8,Hazardous,996.1133,Unsuitable,48.7023,46.2,1556.5802,0.3696,0.0021,0.6283
2025-12-07,8.8,762,15.4611,202.9,Hazardous,238.7448,Unsuitable,120.0,50.8,309.2211,0.3696,0.0021,0.6283
2025-12-08,8.3051,755,0.5,29.6,Safe,38.5456,Good,87.0063,50.3333,10.0,0.3696,0.0021,0.6283
2025-12-09,7.5918,813,50.6593,446.2,Hazardous,651.2921,Unsuitable,39.4561,54.2,1013.186,0.3696,0.0021,0.6283
2025-12-10,8.8,752,51.4633,490.8,Hazardous,691.1559,Unsuitable,120.0,50.1333,1029.2667,0.3696,0.0021,0.6283
2025-12-11,7.5918,729,0.5,63.5,Moderate,20.9654,Excellent,39.4501,48.6,10.0,0.3696,0.0021,0.6283
2025-12-12,7.9675,737,41.8477,372.1,Hazardous,549.8096,Unsuitable,64.5024,49.1333,836.9533,0.3696,0.0021,0.6283
2025-12-13,6.8812,817,62.6546,528.7,Hazardous,790.374,Unsuitable,7.9222,54.4667,1253.0927,0.3696,0.0021,0.6283
2025-12-14,7.232,784,47.805,395.3,Hazardous,606.5531,Unsuitable,15.4635,52.2667,956.1006,0.3696,0.0021,0.6283
2025-12-15,6.4939,743,58.3953,525.6,Hazardous,746.3818,Unsuitable,33.7382,49.5333,1167.9068,0.3696,0.0021,0.6283
2025-12-16,8.1236,749,0.5,50.4,Moderate,34.0739,Good,74.9096,49.9333,10.0,0.3696,0.0021,0.6283
2025-12-17,6.0294,689,46.023,379.8,Hazardous,602.3466,Unsuitable,64.7081,45.9333,920.4593,0.3696,0.0021,0.6283
2025-12-18,7.9234,777,19.9718,206.3,Hazardous,273.8316,Unsuitable,61.5632,51.8,399.4355,0.3696,0.0021,0.6283
2025-12-19,6.9835,681,12.5646,86.9,Moderate,158.3909,Unsuitable,1.1007,45.4,251.2912,0.3696,0.0021,0.6283
2025-12-20,8.2991,794,68.2037,586.7,Hazardous,889.1833,Unsuitable,86.6092,52.9333,1364.0732,0.3696,0.0021,0.6283
2025-12-21,7.893,766,93.2295,811.1,Hazardous,1193.653,Unsuitable,59.5358,51.0667,1864.5894,0.3696,0.0021,0.6283
2025-12-22,8.8,867,106.1838,929.7,Hazardous,1378.8008,Unsuitable,120.0,57.8,2123.6752,0.3696,0.0021,0.6283
2025-12-23,7.8736,710,86.4679,686.1,Hazardous,1108.1992,Unsuitable,58.2416,47.3333,1729.3575,0.3696,0.0021,0.6283
2025-12-24,5.649,755,27.9017,248.9,Hazardous,384.0126,Unsuitable,90.0658,50.3333,558.0347,0.3696,0.0021,0.6283
2025-12-25,7.103,841,46.9143,416.6,Hazardous,592.1901,Unsuitable,6.8658,56.0667,938.2856,0.3696,0.0021,0.6283
2025-12-26,6.0355,814,63.939,492.8,Hazardous,827.3507,Unsuitable,64.3026,54.2667,1278.7795,0.3696,0.0021,0.6283
2025-12-27,6.667,729,37.3951,295.3,Hazardous,478.2215,Unsuitable,22.2008,48.6,747.9011,0.3696,0.0021,0.6283
2025-12-28,8.6276,770,37.7892,376.6,Hazardous,515.0773,Unsuitable,108.5049,51.3333,755.7833,0.3696,0.0021,0.6283
2025-12-29,7.7836,760,66.2795,554.5,Hazardous,852.2953,Unsuitable,52.2367,50.6667,1325.5901,0.3696,0.0021,0.6283
2025-12-30,6.4925,773,29.9759,262.1,Hazardous,389.2971,Unsuitable,33.8352,51.5333,599.5182,0.3696,0.0021,0.6283
2025-12-31,6.1884,729,2.4305,109.4,Poor,50.6424,Poor,54.1083,48.6,48.6105,0.3696,0.0021,0.6283
2026-01-01,6.96,816,9.26,87.2,Moderate,117.4627,Unsuitable,2.6667,54.4,185.2,0.3696,0.0021,0.6283
2026-01-02,7.63,748,17.96,169.4,Poor,241.3167,Unsuitable,42.0,49.8667,359.2,0.3696,0.0021,0.6283
2026-01-03,7.83,826,36.44,339.6,Hazardous,478.4793,Unsuitable,55.3333,55.0667,728.8,0.3696,0.0021,0.6283
2026-01-04,7.67,840,20.18,193.8,Poor,270.2121,Unsuitable,44.6667,56.0,403.6,0.3696,0.0021,0.6283
2026-01-05,6.83,810,3.66,38.7,Safe,50.2942,Poor,11.3333,54.0,73.2,0.3696,0.0021,0.6283
2026-01-06,7.97,747,17.86,173.0,Poor,248.4374,Unsuitable,64.6667,49.8,357.2,0.3696,0.0021,0.6283
2026-01-07,7.48,864,12.19,121.3,Poor,165.1299,Unsuitable,32.0,57.6,243.8,0.3696,0.0021,0.6283
2026-01-08,8.1,836,55.33,497.1,Hazardous,722.5092,Unsuitable,73.3333,55.7333,1106.6,0.3696,0.0021,0.6283
2026-01-09,7.03,787,3.13,32.4,Safe,40.1813,Good,2.0,52.4667,62.6,0.3696,0.0021,0.6283
2026-01-10,7.97,807,14.28,151.0,Poor,203.4587,Unsuitable,64.6667,53.8,285.6,0.3696,0.0021,0.6283
2026-01-11,5.69,752,169.65,1417.7,Hazardous,2164.242,Unsuitable,87.3333,50.1333,3393.0,0.3696,0.0021,0.6283
2026-01-12,7.57,774,14.22,135.5,Poor,192.8443,Unsuitable,38.0,51.6,284.4,0.3696,0.0021,0.6283
2026-01-13,7.03,796,77.71,642.3,Hazardous,977.3712,Unsuitable,2.0,53.0667,1554.2,0.3696,0.0021,0.6283
2026-01-14,8.98,875,148.01,1257.3,Hazardous,1908.8348,Unsuitable,132.0,58.3333,2960.2,0.3696,0.0021,0.6283
2026-01-15,7.39,791,3.34,40.4,Safe,51.6911,Poor,26.0,52.7333,66.8,0.3696,0.0021,0.6283
2026-01-16,6.89,849,2.99,31.7,Safe,40.4019,Good,7.3333,56.6,59.8,0.3696,0.0021,0.6283
2026-01-17,6.9,796,2.19,26.0,Safe,30.0951,Good,6.6667,53.0667,43.8,0.3696,0.0021,0.6283
2026-01-18,7.26,831,12.94,122.3,Poor,169.1292,Unsuitable,17.3333,55.4,258.8,0.3696,0.0021,0.6283
2026-01-19,6.73,814,6.32,65.8,Moderate,86.1849,Very Poor,18.0,54.2667,126.4,0.3696,0.0021,0.6283
2026-01-20,5.49,859,65.43,585.7,Hazardous,859.5335,Unsuitable,100.6667,57.2667,1308.6,0.3696,0.0021,0.6283
2026-01-21,6.93,796,37.62,328.5,Hazardous,474.5771,Unsuitable,4.6667,53.0667,752.4,0.3696,0.0021,0.6283
2026-01-22,5.14,749,27.69,283.6,Hazardous,393.8929,Unsuitable,124.0,49.9333,553.8,0.3696,0.0021,0.6283
2026-01-23,5.91,758,67.5,583.8,Hazardous,875.1828,Unsuitable,72.6667,50.5333,1350.0,0.3696,0.0021,0.6283
2026-01-24,6.46,796,9.56,103.6,Poor,133.5496,Unsuitable,36.0,53.0667,191.2,0.3696,0.0021,0.6283
2026-01-25,6.97,764,16.69,149.3,Poor,210.5761,Unsuitable,2.0,50.9333,333.8,0.3696,0.0021,0.6283
2026-01-26,6.95,838,3.68,38.6,Safe,47.5927,Good,3.3333,55.8667,73.6,0.3696,0.0021,0.6283
2026-01-27,6.54,799,43.74,387.0,Hazardous,561.0922,Unsuitable,30.6667,53.2667,874.8,0.3696,0.0021,0.6283
2026-01-28,7.26,927,29.17,263.1,Hazardous,373.0923,Unsuitable,17.3333,61.8,583.4,0.3696,0.0021,0.6283
2026-01-29,7.49,742,6.05,75.5,Moderate,88.2027,Very Poor,32.6667,49.4667,121.0,0.3696,0.0021,0.6283
2026-01-30,7.86,829,20.22,207.9,Hazardous,275.3948,Unsuitable,57.3333,55.2667,404.4,0.3696,0.0021,0.6283
2026-01-31,6.92,769,2.35,26.5,Safe,31.6092,Good,5.3333,51.2667,47.0,0.3696,0.0021,0.6283
